종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"337930","브랜드엑스코퍼레이션","KOSDAQ","우량기업부","6090","-40","-0.65","5990","6230","5990","58181","354753830","178507321230","29311547"
"099390","브레인즈컴퍼니","KOSDAQ","벤처기업부","5300","-60","-1.12","5330","5420","5250","6305","33467395","43503899900","8208283"
"064480","브리지텍","KOSDAQ","벤처기업부","4840","35","0.73","4700","4870","4700","22531","107929789","57850100000","11952500"
"288330","브릿지바이오테라퓨틱스","KOSDAQ","관리종목(소속부없음)","7530","-200","-2.59","7630","7980","7420","565110","4303659405","392786908080","52162936"
"365900","브이씨","KOSDAQ","벤처기업부","3530","20","0.57","3510","3555","3500","8189","28755600","25805359000","7310300"
"089970","브이엠","KOSDAQ","우량기업부","10440","-810","-7.20","11190","11190","10350","108148","1155783320","251349211800","24075595"
"251630","브이원텍","KOSDAQ","우량기업부","3930","5","0.13","3990","4080","3860","26068","103047000","62655541980","15942886"
"018290","브이티","KOSDAQ","우량기업부","33150","-550","-1.63","33000","34550","32850","453718","15319789425","1186703932050","35798007"
"478560","블랙야크아이앤씨","KOSDAQ","중견기업부","3875","125","3.33","3700","4065","3670","226920","880151260","94133650625","24292555"
"439580","블루엠텍","KOSDAQ","기술성장기업부","9890","-30","-0.30","9920","10150","9750","50429","498931540","110473485690","11170221"
"033560","블루콤","KOSDAQ","중견기업부","3430","-50","-1.44","3455","3460","3315","26005","88501455","58653000000","17100000"
"191600","블루탑","KONEX","일반기업부","10450","0","0.00","0","0","0","0","0","29782500000","2850000"
"369370","블리츠웨이스튜디오","KOSDAQ","벤처기업부","1543","-5","-0.32","1535","1549","1506","2621","4005191","76952358673","49871911"
"126340","비나텍","KOSDAQ","우량기업부","23450","400","1.74","22300","24100","22300","11897","280016200","142696017100","6085118"
"121800","비덴트","KOSDAQ","관리종목(소속부없음)","3320","0","0.00","0","0","0","0","0","256309348520","77201611"
"082800","비보존 제약","KOSDAQ","중견기업부","6180","0","0.00","6190","6220","5990","126587","773044680","309646835880","50104666"
"318410","비비씨","KOSDAQ","중견기업부","7470","-100","-1.32","7520","7540","7380","9404","69881710","41497665210","5555243"
"002070","비비안","KOSPI",,"1018","-71","-6.52","1200","1272","900","7184896","8218480573","31684004986","31123777"
"100220","비상교육","KOSPI",,"5110","280","5.80","4820","5230","4710","109304","545144915","66413346510","12996741"
"419540","비스토스","KOSDAQ","벤처기업부","1763","81","4.82","1664","1813","1664","760858","1338706144","40535796893","22992511"
"146320","비씨엔씨","KOSDAQ","벤처기업부","8490","-310","-3.52","8400","8790","8400","24460","209321660","108654366270","12797923"
"200780","비씨월드제약","KOSDAQ","중견기업부","4400","55","1.27","4330","4430","4280","11951","52133940","39126489600","8892384"
"413640","비아이매트릭스","KOSDAQ","벤처기업부","9910","-490","-4.71","10110","10400","9750","92964","931098210","71420775400","7206940"
"141000","비아트론","KOSDAQ","우량기업부","6750","-120","-1.75","6780","6900","6690","8358","56406560","81774292500","12114710"
"090460","비에이치","KOSPI",,"12720","-240","-1.85","12610","13240","12480","208889","2670018990","438386900880","34464379"
"083650","비에이치아이","KOSDAQ","중견기업부","16650","-850","-4.86","17290","18030","16220","766756","13024028915","515223843750","30944375"
"445360","비엔케이제1호스팩","KOSDAQ","SPAC(소속부없음)","2115","0","0.00","2105","2115","2105","28766","60558515","9115650000","4310000"
"473370","비엔케이제2호스팩","KOSDAQ","SPAC(소속부없음)","1999","-6","-0.30","2000","2010","1995","14842","29676637","8415790000","4210000"
"065170","비엘팜텍","KOSDAQ","투자주의환기종목(소속부없음)","1019","-29","-2.77","1035","1075","1006","327538","338609377","27190002475","26683025"
"086670","비엠티","KOSDAQ","우량기업부","8480","30","0.36","8490","8640","8260","20423","172565580","77381475520","9125174"
"335890","비올","KOSDAQ","중견기업부","7140","10","0.14","7100","7310","6990","356165","2546876205","417112552500","58419125"
"230980","비유테크놀러지","KOSDAQ","관리종목(소속부없음)","229","0","0.00","0","0","0","0","0","21370407553","93320557"
"082920","비츠로셀","KOSDAQ","우량기업부","23900","-400","-1.65","23700","24650","23550","47600","1145114675","546645890700","22872213"
"054220","비츠로시스","KOSDAQ","벤처기업부","340","6","1.80","334","348","329","74012","24898104","20384047540","59953081"
"042370","비츠로테크","KOSDAQ","우량기업부","7100","-10","-0.14","7010","7240","7010","44497","315432400","186020177500","26200025"
"050090","비케이홀딩스","KOSDAQ","투자주의환기종목(소속부없음)","739","152","25.89","587","762","570","777659","537277077","14620919165","19784735"
"148780","비큐AI","KOSDAQ","기술성장기업부","1044","70","7.19","965","1089","946","270825","283491808","32829336900","31445725"
"307870","비투엔","KOSDAQ","벤처기업부","856","-31","-3.49","878","910","844","137807","119832458","43489793904","50805834"
"377030","비트맥스","KOSDAQ","기술성장기업부","1830","-10","-0.54","1763","1858","1756","142588","256694031","68133136260","37231222"
"032850","비트컴퓨터","KOSDAQ","벤처기업부","4675","140","3.09","4535","4680","4485","70584","325605165","77713894775","16623293"
"238200","비피도","KOSDAQ","중견기업부","3000","0","0.00","3000","3045","2970","2359","7055170","24540000000","8180000"
"093190","빅솔론","KOSDAQ","우량기업부","5210","10","0.19","5200","5250","5140","15468","79794460","100234695050","19238905"
"065450","빅텍","KOSDAQ","벤처기업부","3825","-80","-2.05","3875","3910","3800","123205","473805472","109596960000","28652800"
"044480","빌리언스","KOSDAQ","중견기업부","432","5","1.17","427","440","415","279382","118677960","17566730496","40663728"
"005180","빙그레","KOSPI",,"98400","-300","-0.30","98000","99400","96900","31743","3118264000","969362114400","9851241"
"069540","빛과전자","KOSDAQ","벤처기업부","830","3","0.36","821","851","807","427365","352751281","38211190570","46037579"
"072950","빛샘전자","KOSDAQ","우량기업부","4200","-65","-1.52","4150","4260","4150","13081","55005380","33820962000","8052610"
"266170","뿌리깊은나무들","KONEX","일반기업부","600","1","0.17","600","688","510","22","12388","4402960200","7338267"
"451250","삐아","KOSDAQ","중견기업부","11280","-20","-0.18","11200","11440","10960","396115","4425947470","113813812560","10089877"
"143240","사람인","KOSDAQ","우량기업부","17100","1100","6.88","16100","17500","15740","155520","2621999435","200228397300","11709263"
"466410","사이냅소프트","KOSDAQ","벤처기업부","12160","130","1.08","11870","12300","11850","32036","386587720","61250199680","5037023"
"003960","사조대림","KOSPI",,"36450","300","0.83","36150","36700","35450","34422","1233792950","334044822150","9164467"
"008040","사조동아원","KOSPI",,"1028","17","1.68","1011","1035","1005","212392","216895332","145096648800","141144600"
"007160","사조산업","KOSPI",,"33150","-50","-0.15","32650","33400","32650","5687","187279000","165750000000","5000000"
"014710","사조씨푸드","KOSPI",,"5390","380","7.58","4945","5850","4880","1694896","9298421705","92807946770","17218543"
"006090","사조오양","KOSPI",,"8070","60","0.75","8000","8210","7870","14147","114055575","76041503730","9422739"
"452430","사피엔반도체","KOSDAQ","기술성장기업부","15100","-130","-0.85","14830","15800","14690","118033","1784529260","123010957100","8146421"
"419120","산돌","KOSDAQ","중견기업부","7160","-230","-3.11","7290","7420","7030","201206","1449405410","55664174160","7774326"
"062040","산일전기","KOSPI",,"51500","-1300","-2.46","52100","53500","50600","141141","7327969000","1567927800000","30445200"
"122350","삼기","KOSDAQ","중견기업부","1109","-6","-0.54","1110","1120","1082","57448","63476116","42518425652","38339428"
"419050","삼기이브이","KOSDAQ","중견기업부","1623","-29","-1.76","1640","1705","1601","968379","1593093291","92829497520","57196240"
"014970","삼륭물산","KOSDAQ","중견기업부","2755","0","0.00","2725","2760","2590","1662","4529965","41669375000","15125000"
"018310","삼목에스폼","KOSDAQ","우량기업부","19750","0","0.00","19750","19870","19530","9296","183548900","290325000000","14700000"
"012210","삼미금속","KONEX","일반기업부","1998","0","0.00","0","0","0","0","0","78987369564","39533218"
"053700","삼보모터스","KOSDAQ","우량기업부","4085","80","2.00","3965","4200","3925","70406","286662845","93453321150","22877190"
"009620","삼보산업","KOSDAQ","중견기업부","2495","270","12.13","2220","2555","2020","1966387","4668563572","40883297045","16386091"
"023600","삼보판지","KOSDAQ","우량기업부","7870","120","1.55","7740","7880","7730","6360","49659660","127257900000","16170000"
"001470","삼부토건","KOSPI",,"347","0","0.00","0","0","0","0","0","79699592928","229681824"
"028050","삼성E&A","KOSPI",,"19110","-1040","-5.16","19970","20000","18650","1091695","21051055395","3745560000000","196000000"
"448730","삼성FN리츠","KOSPI",,"4430","-30","-0.67","4490","4490","4415","46585","207013989","403351500000","91050000"
"006400","삼성SDI","KOSPI",,"189100","5900","3.22","179500","190000","179500","404613","75294590350","13003372623000","68764530"
"006405","삼성SDI우","KOSPI",,"106100","1400","1.34","103500","107600","102700","6852","722424450","171658765600","1617896"
"006660","삼성공조","KOSPI",,"15040","-640","-4.08","15360","15640","14840","276410","4217063550","122219762560","8126314"
"028260","삼성물산","KOSPI",,"116900","-1200","-1.02","116700","119000","115300","230063","26865652250","19870257993600","169976544"
"02826K","삼성물산우B","KOSPI",,"86900","-800","-0.91","87000","88300","86600","3675","320670600","127533571000","1467590"
"207940","삼성바이오로직스","KOSPI",,"1067000","-46000","-4.13","1098000","1110000","1062000","73860","80549468500","75942658000000","71174000"
"032830","삼성생명","KOSPI",,"80400","-900","-1.11","80200","82000","79700","125541","10111765050","16080000000000","200000000"
"439250","삼성스팩7호","KOSDAQ","SPAC(소속부없음)","10580","-10","-0.09","10580","10610","10580","2244","23758110","37051160000","3502000"
"448740","삼성스팩8호","KOSDAQ","SPAC(소속부없음)","10300","-10","-0.10","10300","10310","10290","9097","93696710","48039200000","4664000"
"468510","삼성스팩9호","KOSDAQ","SPAC(소속부없음)","2030","-20","-0.98","2055","2055","2000","100496","202424515","22431500000","11050000"
"018260","삼성에스디에스","KOSPI",,"116900","100","0.09","116200","117900","115200","97924","11402904700","9045464820000","77377800"
"009150","삼성전기","KOSPI",,"119900","-600","-0.50","117500","122500","117000","339451","40730065250","8955774150400","74693696"
"009155","삼성전기우","KOSPI",,"53700","-300","-0.56","52600","55000","52600","9143","491455100","156105040800","2906984"
"005930","삼성전자","KOSPI",,"56000","-1600","-2.78","56200","58200","55700","20052080","1136033617600","331499723632000","5919637922"
"005935","삼성전자우","KOSPI",,"46300","-700","-1.49","46400","47700","45850","1396638","65084172525","37779626943200","815974664"
"001360","삼성제약","KOSPI",,"1452","-33","-2.22","1478","1483","1443","227924","332060143","136723338708","94162079"
"010140","삼성중공업","KOSPI",,"13580","-430","-3.07","13790","14230","13380","8886103","122327591545","11950400000000","880000000"
"016360","삼성증권","KOSPI",,"44650","-650","-1.43","44600","45475","44350","148831","6664842575","3987245000000","89300000"
"068290","삼성출판사","KOSPI",,"16100","980","6.48","14960","16970","14960","167089","2704009450","161000000000","10000000"
"029780","삼성카드","KOSPI",,"40550","-150","-0.37","40050","40750","40000","47529","1919860175","4698078030050","115858891"
"000810","삼성화재","KOSPI",,"353500","-3500","-0.98","354000","358000","350000","47254","16669648750","16747004879500","47374837"
"000815","삼성화재우","KOSPI",,"271500","-2000","-0.73","272000","273500","269500","5762","1562238000","866628000000","3192000"
"006110","삼아알미늄","KOSPI",,"24300","200","0.83","23700","24900","23550","42501","1033885900","357499558800","14711916"
"009300","삼아제약","KOSDAQ","우량기업부","15960","-20","-0.13","15820","16020","15790","7525","119652560","101665200000","6370000"
"145990","삼양사","KOSPI",,"44200","-350","-0.79","43600","44500","43600","8311","364955050","455854445800","10313449"
"145995","삼양사우","KOSPI",,"29350","-100","-0.34","29450","29450","29350","98","2882950","10861554500","370070"
